Species	Term Accession	Term	Object	RGD ID	Symbol	Name	Type	Qualifiers	Evidence	Chr	Start	Stop	Reference(s)	Source(s)	Original Reference(s)	Notes
Human	GO:0043086	negative regulation of catalytic activity	gene	1343574	TXNIP	thioredoxin interacting protein	protein-coding	involved_in	IEA	 1	145,992,435	145,996,579	GOC, GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	1350018	UGT1A1	UDP glucuronosyltransferase family 1 member A1	protein-coding	involved_in	IEA	 2	233,760,270	233,773,300	GOC, GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	1351935	UGT1A7	UDP glucuronosyltransferase family 1 member A7	protein-coding	involved_in	IEA	 2	233,681,901	233,773,300	GOC, GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	1342708	UGT1A8	UDP glucuronosyltransferase family 1 member A8	protein-coding	involved_in	IEA	 2	233,617,633	233,773,300	GOC, GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	1351162	UMODL1	uromodulin like 1	protein-coding	involved_in	IEA	21	42,062,877	42,142,996	GOC, GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	1321224	WDTC1	WD and tetratricopeptide repeats 1	protein-coding	involved_in	IEA	 1	27,234,441	27,308,636	GOC, GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	1343114	WFDC10B	WAP four-disulfide core domain 10B	protein-coding	involved_in	IEA	20	45,684,651	45,705,019	GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	1344525	WFDC2	WAP four-disulfide core domain 2	protein-coding	involved_in	IEA	20	45,469,753	45,481,532	GOC, GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	1313240	WFDC3	WAP four-disulfide core domain 3	protein-coding	involved_in	IEA	20	45,774,213	45,791,883	GOC, GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	1352143	WFDC6	WAP four-disulfide core domain 6	protein-coding	involved_in	IEA	20	45,534,196	45,539,482	GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	1347537	WFDC8	WAP four-disulfide core domain 8	protein-coding	involved_in	IEA	20	45,551,152	45,579,284	GOC	GOC	 	
Human	GO:0043086	negative regulation of catalytic activity	gene	737527	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	protein-coding	involved_in	IEA	20	44,885,705	44,908,532	GOC, GOC	GOC	 	
Human	GO:0097340	inhibition of cysteine-type endopeptidase activity	gene	1606185	CARD16	caspase recruitment domain family member 16	protein-coding	involved_in	IDA	11	105,041,563	105,045,335	UniProt, UniProt	UniProt	PMID:11432859 	  (PMID:11432859)
Human	GO:0097340	inhibition of cysteine-type endopeptidase activity	gene	1605643	CARD18	caspase recruitment domain family member 18	protein-coding	involved_in	IDA	11	105,137,714	105,139,769	UniProt, UniProt	UniProt	PMID:11821383 	  (PMID:11821383)
Human	GO:0097340	inhibition of cysteine-type endopeptidase activity	gene	1351599	CARD8	caspase recruitment domain family member 8	protein-coding	involved_in	IDA	19	48,179,825	48,255,946	UniProt, UniProt	UniProt	PMID:11821383 	  (PMID:11821383)
Human	GO:0097340	inhibition of cysteine-type endopeptidase activity	gene	737362	CAST	calpastatin	protein-coding	involved_in	IBA	 5	96,662,037	96,774,683	CAFA, CAFA, GO_Central, GO_Central	CAFA,GO_Central	PMID:2407243 PMID:21873635 	  (PMID:2407243),  (PMID:21873635)
Human	GO:0097340	inhibition of cysteine-type endopeptidase activity	gene	1342542	CST7	cystatin F	protein-coding	involved_in,acts_upstream_of_or_within	ISO	20	24,949,269	24,959,928	GO_Central, GO_Central, Ensembl, MGI	GO_Central,Ensembl,MGI	PMID:21873635 PMID:28251676 	  (PMID:21873635),  (MGI:5904382|PMID:28251676)
Human	GO:0097340	inhibition of cysteine-type endopeptidase activity	gene	1352407	NOL3	nucleolar protein 3	protein-coding	involved_in	ISO	16	67,170,538	67,175,737	UniProt	UniProt	PMID:16639714 PMID:17292893 	PMID:17292893,PMID:16639714
Human	GO:0097340	inhibition of cysteine-type endopeptidase activity	gene	1353417	XIAP	X-linked inhibitor of apoptosis	protein-coding	involved_in	IDA	  X	123,859,708	123,913,972	UniProt, UniProt	UniProt	PMID:11865055 	  (PMID:11865055)
Human	GO:1990001	inhibition of cysteine-type endopeptidase activity involved in apoptotic process	gene	1606211	BCL2L12	BCL2 like 12	protein-coding	involved_in	IDA	19	49,665,142	49,673,916	UniProt, UniProt	UniProt	PMID:22262180 	  (PMID:22262180)
Human	GO:1990001	inhibition of cysteine-type endopeptidase activity involved in apoptotic process	gene	1603318	FCMR	Fc mu receptor	protein-coding	acts_upstream_of_or_within	ISO	 1	206,903,317	206,921,941	MGI	MGI	PMID:15632112 	  (MGI:3576402|PMID:15632112)
Human	GO:1990001	inhibition of cysteine-type endopeptidase activity involved in apoptotic process	gene	1352407	NOL3	nucleolar protein 3	protein-coding	involved_in	IBA	16	67,170,538	67,175,737	UniProt, UniProt, GO_Central, GO_Central	UniProt,GO_Central	PMID:15509781 PMID:21873635 	  (PMID:15509781),  (PMID:21873635)
Human	GO:1990001	inhibition of cysteine-type endopeptidase activity involved in apoptotic process	gene	1353417	XIAP	X-linked inhibitor of apoptosis	protein-coding	involved_in,acts_upstream_of_or_within	ISO	  X	123,859,708	123,913,972	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:14623868 	  (MGI:2681362|PMID:14623868)
Human	GO:0090217	negative regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity	gene	734348	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	protein-coding	involved_in	IMP	10	22,534,854	22,714,578	UniProt, UniProt	UniProt	PMID:31091439 	  (PMID:31091439)
Human	GO:0090217	negative regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity	gene	736672	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	protein-coding	involved_in	IMP	17	38,765,691	38,799,556	UniProt, UniProt	UniProt	PMID:31091439 	  (PMID:31091439)
Human	GO:0090217	negative regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity	gene	733243	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	protein-coding	involved_in	IMP	12	57,591,192	57,603,418	UniProt, UniProt	UniProt	PMID:31091439 	  (PMID:31091439)
Human	GO:1904233	negative regulation of aconitate hydratase activity	gene	1345765	MIR210	microRNA 210	ncrna	involved_in	IDA	11	568,089	568,198	ARUK-UCL	ARUK-UCL	PMID:20436681 	  (PMID:20436681)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	1318161	ADGRV1	adhesion G protein-coupled receptor V1	protein-coding	involved_in	IEA	 5	90,558,797	91,164,437	UniProt, GO_Central, UniProt, InterPro, InterPro	UniProt,GO_Central,InterPro	PMID:21873635 	  (PMID:21873635)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	1345297	AKAP5	A-kinase anchoring protein 5	protein-coding	involved_in	ISO	14	64,465,499	64,474,503	UniProt, UniProt, RGD	UniProt,RGD	PMID:20410303 PMID:21771783 	  (PMID:20410303), (PMID:21771783)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	69458	AKAP6	A-kinase anchoring protein 6	protein-coding		ISO	14	32,329,298	32,837,684	RGD	RGD	PMID:19574217 	
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	1349720	AKAP9	A-kinase anchoring protein 9	protein-coding	involved_in	ISO	 7	91,940,862	92,110,673	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:18772391 	
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	1603716	CCR2	C-C motif chemokine receptor 2	protein-coding	involved_in	TAS	 3	46,354,111	46,360,940	PINC, PINC	PINC	PMID:8995400 	  (PMID:8995400)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	736796	DRD2	dopamine receptor D2	protein-coding	involved_in	IBA	11	113,409,605	113,475,398	BHF-UCL, GO_Central, BHF-UCL, GO_Central	BHF-UCL,GO_Central	PMID:2531656 PMID:21873635 	  (PMID:2531656),  (PMID:21873635)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	1605735	DRD3	dopamine receptor D3	protein-coding	involved_in	IBA	 3	114,127,580	114,199,407	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	736090	EDNRB	endothelin receptor type B	protein-coding	involved_in	TAS	13	77,895,481	77,975,527	PINC, PINC	PINC	PMID:9556633 	  (PMID:9556633)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	734108	GABBR1	gamma-aminobutyric acid type B receptor subunit 1	protein-coding	involved_in	IEA	 6	29,602,238	29,633,183	RGD, Ensembl, Ensembl	RGD,Ensembl	PMID:15147298 	
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	731754	GABBR2	gamma-aminobutyric acid type B receptor subunit 2	protein-coding	involved_in	TAS	 9	98,288,109	98,708,935	PINC, PINC	PINC	PMID:10328880 	  (PMID:10328880)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	735654	GALR1	galanin receptor 1	protein-coding	involved_in	IEA	18	77,249,848	77,277,900	InterPro, PINC, InterPro	InterPro,PINC	PMID:7524088 	  (PMID:7524088)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	733781	GALR2	galanin receptor 2	protein-coding	involved_in	IEA	17	76,071,962	76,077,537	InterPro, InterPro	InterPro	 	
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	735333	GALR3	galanin receptor 3	protein-coding	involved_in	IEA	22	37,823,382	37,825,485	InterPro, InterPro	InterPro	 	
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	730993	GNAI2	G protein subunit alpha i2	protein-coding	involved_in	TAS	 3	50,227,068	50,263,358	PINC, PINC	PINC	PMID:9637720 	  (PMID:9637720)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	731003	GNAI3	G protein subunit alpha i3	protein-coding	involved_in	TAS	 1	109,548,615	109,600,195	PINC, PINC	PINC	PMID:7608168 	  (PMID:7608168)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	1317287	GPR87	G protein-coupled receptor 87	protein-coding	involved_in	IEA	 3	151,294,086	151,316,820	InterPro, InterPro	InterPro	 	
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	732930	GRM2	glutamate metabotropic receptor 2	protein-coding	involved_in	TAS	 3	51,707,068	51,718,613	PINC, PINC	PINC	PMID:7620613 	  (PMID:7620613)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	732815	GRM3	glutamate metabotropic receptor 3	protein-coding	involved_in	TAS	 7	86,643,909	86,864,879	PINC, PINC	PINC	PMID:8840013 	  (PMID:8840013)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	732356	HRH3	histamine receptor H3	protein-coding		ISO	20	62,214,960	62,220,278	RGD	RGD	PMID:10869375 	
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	1353949	LTB4R2	leukotriene B4 receptor 2	protein-coding	involved_in	TAS	14	24,310,140	24,312,038	PINC, PINC	PINC	PMID:10889186 	  (PMID:10889186)
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	731641	NPR3	natriuretic peptide receptor 3	protein-coding	involved_in	ISO	 5	32,690,872	32,791,720	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:8702617 	
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	1602708	P2RY13	purinergic receptor P2Y13	protein-coding	involved_in	IEA	 3	151,326,312	151,329,549	InterPro, InterPro	InterPro	 	
Human	GO:0007194	negative regulation of adenylate cyclase activity	gene	1344376	PALM	paralemmin	protein-coding	involved_in,acts_upstream_of_or_within	ISO	19	708,935	748,329	GO_Central, Ensembl, GO_Central, MGI	GO_Central,Ensembl,MGI	PMID:16386234 PMID:21873635 	  (PMID:21873635),  (MGI:3618440|PMID:16386234)
Human	GO:0010693	negative regulation of alkaline phosphatase activity	gene	731071	AHR	aryl hydrocarbon receptor	protein-coding		ISO	 7	17,298,652	17,346,147	RGD	RGD	PMID:12193573 	
Human	GO:0010693	negative regulation of alkaline phosphatase activity	gene	732957	HPN	hepsin	protein-coding	acts_upstream_of_or_within	ISO	19	35,040,506	35,066,573	MGI	MGI	PMID:22912808 	  (MGI:5437809|PMID:22912808)
Human	GO:0010693	negative regulation of alkaline phosphatase activity	gene	1321523	SEMA4D	semaphorin 4D	protein-coding	involved_in	IBA	 9	89,360,787	89,498,113	BHF-UCL, BHF-UCL, Ensembl, GO_Central, GO_Central	BHF-UCL,Ensembl,GO_Central	PMID:21873635 PMID:22019888 	  (PMID:22019888),  (PMID:21873635)
Human	GO:0010693	negative regulation of alkaline phosphatase activity	gene	730953	TGFB2	transforming growth factor beta 2	protein-coding	involved_in	IDA	 1	218,345,336	218,444,619	BHF-UCL, BHF-UCL	BHF-UCL	PMID:18358889 	  (PMID:18358889)
Human	GO:0010693	negative regulation of alkaline phosphatase activity	gene	1344192	TNF	tumor necrosis factor	protein-coding	involved_in	IEA	 6	31,575,565	31,578,336	Ensembl, Ensembl	Ensembl	 	
Human	GO:0062003	negative regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity	gene	1316551	SLC27A4	solute carrier family 27 member 4	protein-coding	involved_in	IEA	 9	128,340,527	128,361,470	Ensembl, Ensembl	Ensembl	 	
Human	GO:1902960	negative regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	gene	732350	BIN1	bridging integrator 1	protein-coding	involved_in	IMP	 2	127,048,023	127,107,154	ARUK-UCL, Ensembl, ARUK-UCL	ARUK-UCL,Ensembl	PMID:27179792 	  (PMID:27179792)
Human	GO:1902960	negative regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	gene	1322123	SORL1	sortilin related receptor 1	protein-coding	involved_in	IMP	11	121,452,314	121,633,763	Alzheimers_University_of_Toronto, Ensembl, Alzheimers_University_of_Toronto	Alzheimers_University_of_Toronto,Ensembl	PMID:16407538 PMID:17855360 PMID:21989385 	  (PMID:16407538),  (PMID:17855360), (PMID:21989385)
Human	GO:1902960	negative regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	gene	731656	TMED10	transmembrane p24 trafficking protein 10	protein-coding	involved_in,acts_upstream_of_or_within	ISO	14	75,131,469	75,176,612	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:16641999 	  (MGI:3623864|PMID:16641999)
Human	GO:1905246	negative regulation of aspartic-type peptidase activity	gene	1604725	NLRP7	NLR family pyrin domain containing 7	protein-coding	involved_in	IDA	19	54,923,509	54,947,505	UniProt, UniProt	UniProt	PMID:15817483 	  (PMID:15817483)
Human	GO:2000984	negative regulation of ATP citrate synthase activity	gene	1322769	PHPT1	phosphohistidine phosphatase 1	protein-coding	involved_in	IDA	 9	136,849,409	136,851,024	BHF-UCL, BHF-UCL	BHF-UCL	PMID:18656514 	  (PMID:18656514)
Human	GO:1903770	negative regulation of beta-galactosidase activity	gene	1322035	TERF2	telomeric repeat binding factor 2	protein-coding	involved_in	IDA	16	69,355,567	69,386,007	BHF-UCL, BHF-UCL	BHF-UCL	PMID:11927518 	  (PMID:11927518)
Human	GO:0031552	negative regulation of brain-derived neurotrophic factor-activated receptor activity	gene	1626688	FAM72A	family with sequence similarity 72 member A	protein-coding	acts_upstream_of_or_within	ISO	 1	206,186,179	206,205,773	MGI	MGI	PMID:19755123 	PMID:19755123
Human	GO:0010956	negative regulation of calcidiol 1-monooxygenase activity	gene	69201	CYP27B1	cytochrome P450 family 27 subfamily B member 1	protein-coding	involved_in	IDA	12	57,762,334	57,767,078	BHF-UCL, BHF-UCL	BHF-UCL	PMID:16549446 	  (PMID:16549446)
Human	GO:0010956	negative regulation of calcidiol 1-monooxygenase activity	gene	733642	GFI1	growth factor independent 1 transcriptional repressor	protein-coding	involved_in	IDA	 1	92,473,043	92,486,925	BHF-UCL, BHF-UCL	BHF-UCL	PMID:15947108 	  (PMID:15947108)
Human	GO:0010956	negative regulation of calcidiol 1-monooxygenase activity	gene	730892	NFKB1	nuclear factor kappa B subunit 1	protein-coding	involved_in	IDA	 4	102,501,359	102,617,302	BHF-UCL, BHF-UCL	BHF-UCL	PMID:15243130 	  (PMID:15243130)
Human	GO:2000480	negative regulation of cAMP-dependent protein kinase activity	gene	1352770	MIR133A1	microRNA 133a-1	ncrna	involved_in	ISS	18	21,825,698	21,825,785	BHF-UCL	BHF-UCL	 	
Human	GO:2000480	negative regulation of cAMP-dependent protein kinase activity	gene	1343982	MIR133A2	microRNA 133a-2	ncrna	involved_in	ISS	20	62,564,912	62,565,013	BHF-UCL	BHF-UCL	 	
Human	GO:2000480	negative regulation of cAMP-dependent protein kinase activity	gene	731267	PKIA	cAMP-dependent protein kinase inhibitor alpha	protein-coding	involved_in,acts_upstream_of_or_within	IDA	 8	78,516,340	78,605,267	GO_Central, BHF-UCL, MGI, BHF-UCL, GO_Central, GOC, MGI	GO_Central,BHF-UCL,MGI,GOC	PMID:7905001 PMID:21812984 PMID:21873635 	  (PMID:21873635),  (PMID:21812984),  (PMID:7905001)
Human	GO:2000480	negative regulation of cAMP-dependent protein kinase activity	gene	736855	PKIB	cAMP-dependent protein kinase inhibitor beta	protein-coding	involved_in,acts_upstream_of_or_within	IEA	 6	122,471,921	122,726,373	GO_Central, GOC, GO_Central, MGI, GOC	GO_Central,GOC,MGI	PMID:7905001 PMID:21873635 	  (PMID:21873635),  (MGI:3793555|PMID:7905001)
Human	GO:2000480	negative regulation of cAMP-dependent protein kinase activity	gene	1350390	PKIG	cAMP-dependent protein kinase inhibitor gamma	protein-coding	involved_in	IBA	20	44,531,875	44,619,037	GOC, GO_Central, GOC, GO_Central	GOC,GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:2000480	negative regulation of cAMP-dependent protein kinase activity	gene	1347073	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	protein-coding	involved_in	IEA	17	39,626,707	39,636,624	GOC, GOC	GOC	 	
Human	GO:2000480	negative regulation of cAMP-dependent protein kinase activity	gene	1346463	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	protein-coding	involved_in	IEA	 7	151,556,127	151,877,115	GOC, GOC	GOC	 	
Human	GO:2000480	negative regulation of cAMP-dependent protein kinase activity	gene	735732	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	protein-coding	involved_in	IBA	17	68,413,623	68,551,316	BHF-UCL, GO_Central, BHF-UCL, GO_Central	BHF-UCL,GO_Central	PMID:21812984 PMID:21873635 	  (PMID:21812984),  (PMID:21873635)
Human	GO:2000480	negative regulation of cAMP-dependent protein kinase activity	gene	1351287	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta	protein-coding	involved_in	IBA	 7	549,197	728,934	BHF-UCL, GO_Central, BHF-UCL, GO_Central	BHF-UCL,GO_Central	PMID:21812984 PMID:21873635 	  (PMID:21812984),  (PMID:21873635)
Human	GO:2000480	negative regulation of cAMP-dependent protein kinase activity	gene	732434	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	protein-coding	involved_in	IBA	 3	48,744,591	48,847,874	BHF-UCL, GO_Central, BHF-UCL, GO_Central	BHF-UCL,GO_Central	PMID:21812984 PMID:21873635 	  (PMID:21812984),  (PMID:21873635)
